vf_id,capability,frontend_surface_ids,backend_modules,canonical_state_source,event_source,authority_source,status
VF-AGT-016,Task Dependency Graph,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-017,General Coding Agent Binding,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-018,Image Generation Provider Binding,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-019,Execution Profile,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-020,MCP Client,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-021,ModelBinding/AgentProfile,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-022,Parallel Execution Set,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-023,Agent Preference Profile,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-024,PLAN execution mode,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-025,VibeFlow MCP server — agent/tool exposure,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-026,A2A Agent Delegation,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-027,Task,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-028,Normalized Task State Machine,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-029,PlanArtifact,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-030,Latency Priority Hint,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-031,Voice Input/Conversation Adapter,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-AGT-032,Web Research Tool Capability,FE-003,execution/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-001,Command Execution UI,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-002,Editor Surface,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-003,ExecutionLog stream,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-004,PreviewEndpoint,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-005,Preview Access Policy,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-006,ChangeSet view,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-007,Workspace Layout State,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-008,EnvironmentSpec,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-009,Shortcut Registry,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-010,LanguageService capability,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-011,Lightweight mobile syntax/action layer,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-012,Environment Capability Descriptor,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-013,PackageOperation,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-014,NetworkCapability,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-015,Presence/CollaborativeDocument,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-016,WorkspaceBinding.filesystem,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-017,WorkspaceResourceMetrics,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-018,Execution command,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-019,WorkspaceExecution capability,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-020,Search capability,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-021,TerminalSession,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-022,External Workspace Access Capability,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-023,Workspace Preference Profile,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-WKS-024,WorkspaceIsolation capability,FE-004,workspace-adapter/gateway,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-001,CheckpointManifest,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-002,AgentContextSnapshotRef,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-003,Checkpoint Policy Hook,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-004,Checkpoint DAG,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-005,Branch/Review flow,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-006,CheckpointManifest.ai_context_ref,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-007,CheckpointManifest.environment_ref,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-008,DatabaseSnapshotRef,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-009,FileHistory projection,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-010,RepositoryBinding,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-011,CheckpointManifest.data_snapshot_ref,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-012,Production Data Recovery,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-013,RecoveryVerification,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-014,RecoveryGraph,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-015,RecoveryPlan + approval,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-016,RepoCommand,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-GIT-017,WorkspaceSnapshotRef,FE-005,repository,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-001,SecretRef,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-002,Service Connection Adapter,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-003,Commerce Connection Adapter,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-004,ApprovalPolicy,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-005,ConnectionCatalog,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-006,Provider Capability Catalog,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-007,Custom MCP Connection,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-008,MCPConnection,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-009,Data Connection Adapter,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-010,ProviderCredentialRef,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-011,Design Tool Connection,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-012,RepositoryConnection,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-013,Connection CredentialRef,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-014,Provider Install Descriptor,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-015,OAuth-backed Connection,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-016,CapabilityDiscovery,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-017,ConnectionGrant,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-018,Connection,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-019,ConnectionGrant injection,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-CON-020,Adapters/MCP servers,FE-006,connection/policy,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-001,"DatabaseGrant(dev, write)",FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-002,"DiagnosticGrant(prod, read)",FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-003,ObjectStorageBinding,FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-004,StorageGrant,FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-005,Database Capability Metadata,FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-006,Data Explorer,FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-007,ApplicationDataBinding(dev),FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-008,Environment-scoped DataBinding,FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-009,Provider UsageRecord,FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-010,ProductionRecoveryPlan,FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-011,ApplicationDataBinding(prod),FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-012,EphemeralRuntimeFS,FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-013,Scoped StorageGrant,FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DAT-014,ControlPlaneDB,FE-007,project/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-001,DeploymentProvider autoscale,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-002,BuildExecution,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-003,DomainBinding,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-004,DeploymentRegion Policy,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-005,DeploymentStatus,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-006,DeploymentProfile,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-007,DeploymentBinding,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-008,Release -> DeploymentBinding,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-009,User Feedback Ingest,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-010,DeploymentAccessPolicy,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-011,Runtime Persistence Capability,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-012,DeploymentRequest,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-013,Deployment Capability Validation,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-014,Promotion,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-015,DeploymentProvider VM,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-016,ScheduledDeployment,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-017,PolicyGate,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-018,ArtifactVersion/BuildInput,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
VF-DEP-019,DeploymentProvider static,FE-009,release/provider-registry,03_BACKEND/STATE_MACHINES.yaml where applicable,03_BACKEND/EVENT_CATALOG.yaml,02_ARCHITECTURE/CANONICAL_RESOURCE_MODEL.yaml,NOT_STARTED
